restaurant_name,cuisines,ratings,address,timings,phone,must_haves,price,more_info,description,rating_count
Cafe De Port by Radisson Resort Goa Baga,"North Indian, Continental, Biryani, Mughlai, Pizza, Street Food, Fast Food, Desserts",3.7,"Baga, Goa",11am – 11pm (Today),+918799954010,"₹2,000 for two people (approx.)",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",4
Casa Playa,"Continental, Goan, Italian, North Indian, Chinese, Salad, Ice Cream, Desserts",4.4,"Anjuna, Goa",12noon – 1am (Today),+919067783663,"Garlic Bread, Steak, Pasta, Salad, Sea Food, Cocktails","₹1,800 for two people (approx.) Without alcohol","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Everything is Perfect, Spectacular View, Seaview, Themed Decor, Amazing View, Customer Service",311
Underdoggs,"North Indian, Asian, Mexican, Continental, Fast Food, Beverages",3.8,"Vagator, Goa",11:30am – 1:30am (Today),+917420910277,"₹2,500 for two people (approx.) with alcohol",,"Takeaway Available
Full Bar Available
DJ
Indoor Seating
Outdoor Seating
Serves Cocktails
Live Entertainment
Live Sports Screening
Desserts and Bakes
Live Music
Table booking recommended
Smoking Area
Rooftop
Karaoke","Exclusive of applicable taxes and charges, if any",10
Underdoggs,"North Indian, Asian, Mexican, Continental, Fast Food, Beverages",3.8,"Vagator, Goa",11:30am – 1:30am (Today),+917420910277,"₹2,500 for two people (approx.) with alcohol",,"Takeaway Available
Full Bar Available
DJ
Indoor Seating
Outdoor Seating
Serves Cocktails
Live Entertainment
Live Sports Screening
Desserts and Bakes
Live Music
Table booking recommended
Smoking Area
Rooftop
Karaoke","Exclusive of applicable taxes and charges, if any",10
Ceskaz Deli Cafe,"Cafe, Turkish, Fast Food, Asian, Salad, Beverages",3.8,"Margao, Goa",9am – 10pm (Today),+919175827044,₹700 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",16
Ice Creamy,"Ice Cream, Waffle, Panini, Desserts, Beverages",3.9,"Margao, Goa","12midnight – 12:45am, 10:30am – 11:45pm (Today)",+918149156623,₹350 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",8
Masala House,"North Indian, Tea, Coffee",4.2,"Assagao, Goa",Opens at 7pm,+919809103007,"Dahi Ka Kebab, Anarkali Tikki, Chicken Stuffed, Paneer Lababdar, Dum Biryani, Starter","₹1,900 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Serves Alcohol
Indoor Seating
Family Friendly","Contactless Delivery, Reasonable Rate, Yummy Food, Perfect Presentation, Proper Packaging, Staff Behaviour",180
Confeitaria 31 De Janeiro,"Bakery, Desserts, Fast Food",4.0,"Panaji, Goa",8am – 8pm (Today),+918322225791,"Affordable Prices, Best Food under Best Budget, Location, Menu, Taste, Food","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹500 for two people (approx.),95
Alcove Resorts,"Continental, North Indian, Goan, Chinese, Sandwich, Finger Food, Beverages",4.7,"Vagator Beach, Vagator, Goa",8:30am – 11pm (Today),+918322910291,"Authenticity, Very Affordable, Seaview, Sunset View, Amazing View, Beautiful View","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Full Bar Available
Seaview
Outdoor Seating
Kid Friendly
Family Friendly
Wifi","₹1,200 for two people (approx.) Without alcohol",167
Royal Enfield Garage Cafe,"Continental, Italian, Fast Food, Beverages, Desserts",4.6,"Baga, Goa",9am – 12midnight (Today),+919370918155,"Goan Chicken, Sizzler, Pizzas, Pasta, Beer, Drinks","₹1,400 for two people (approx.) Without alcohol","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Available for Functions
Disabled Friendly
Wifi
Desserts and Bakes
Live Entertainment
Outdoor Seating
Work Friendly
Kid Friendly
Family Friendly
High Chair Available","Gastronomical Experience, Breakfast Menu, Lovely Ambience, Concept, Cafe, Affordable Prices",231
Fig & Maple,"Seafood, Goan, Salad, Continental, Bar Food",-,"Assagao, Goa",11am – 11pm (Today),+917678665130,"₹2,500 for two people (approx.) Without alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",3
Sabado Field Club And Restaurant,"Continental, Chinese, Italian, Asian, Pasta, Pizza, Desserts",3.9,"Anjuna, Goa",3pm – 11:30pm (Today),+917016716714,"₹1,800 for two people (approx.) Without alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",4
The Rice Mill,"Cafe, Continental, Goan, Healthy Food, Juices, Beverages, Desserts",4.0,"Morjim, Goa",9:30am – 11pm (Today),+917447473866,"Extensive Bar Menu, Comfortable Seating Area, Ambience, Food","Exclusive of applicable taxes and charges, if any","Breakfast
Takeaway Available
Full Bar Available
Indoor Seating
Smoking Area
Outdoor Seating
Desserts and Bakes",₹950 for two people (approx.) Without alcohol,48
Mustard Cafe,"Italian, Seafood, Fast Food, Burger, Desserts",4.4,"Assagao, Goa",12noon – 11pm (Today),+918322268034,"Best in Service, Fresh Food with Good Quality, Clean and Hygienic Place, Served Quickly, Live Music, Quality","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Full Bar Available
Smoking Area
Indoor Seating
Outdoor Seating
Table booking recommended
Desserts and Bakes
DJ","₹1,900 for two people (approx.) Without alcohol",40
Frida Cantina,"Continental, Bar Food, Mexican, Desserts, Beverages",4.2,"Panaji, Goa","12midnight – 12:30am, 12noon – 12midnight (Today)",+919309992086,"Healthy, Elegant Ambience, Best Quality, Nice Concept, Served Quickly, Atmosphere","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Table booking recommended
Smoking Area
Outdoor Seating
Desserts and Bakes","₹2,000 for two people (approx.) Without alcohol",54
Soi,"Goan, Desserts",4.3,"Candolim, Goa",12noon – 11pm (Today),+918007372826,"Goan Thali, Authentic Goan Food, Fish, Prawns, Rice","₹1,800 for two people (approx.)","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Amazing Ambience, Server, Chef, Courteous Staff, Waiter, Bar",253
Moki Bar + Kitchen,"Continental, Italian, Goan, Spanish, Desserts",4.3,"Porvorim, Goa",Opens at 7:30pm,+917721848473,"Chicken 65, Pork Ribs, Steak, Pasta, Cocktails","₹1,200 for two people (approx.) with alcohol","Full Bar Available
Live Entertainment
Live Music
Rooftop
Sports TV
Live Sports Screening
Indoor Seating
Smoking Area","Roof, Good Value, Chef, Bar, Seating, Flavour",180
Ministry Of Spices By Ramatan Resorts,"North Indian, Chinese, Goan, Continental, Sandwich, Biryani, Desserts, Beverages",4.1,"Vagator, Goa",11:30am – 11pm (Today),+919370981734,"Tasty Appetizers, Great Place for Family, Amazing Interiors, Healthy and Delicious, Humble Staff, Fresh Food with Good Quality","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","₹1,200 for two people (approx.)",85
Halo Patrao,"Goan, Street Food, Rolls, Fast Food, Chinese, Sandwich, Beverages",3.9,"Margao, Goa",10am – 11pm (Today),+919284274626,₹350 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",5
The Singh Family Bar & Restaurant,"North Indian, Italian, Continental, Mexican, Goan, Seafood, Beverages, Desserts",4.0,"Palolem, Goa",9:30am – 1am (Today),+919545290888,"Great Place for Family, Weekend Brunch, Good Wifi, Elaborate Menu, Fresh Food, Price","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","₹1,200 for two people (approx.)",47
German Bakery Cafe,"Bakery, Cafe, Continental, Fast Food, Pizza, Beverages, Juices, Desserts",4.2,"Candolim, Goa",7:30am – 11:30pm (Today),+917709077091,"Apple Crumble Pie, Pancakes, Cold Coffee, Sandwich, Desserts",₹600 for two people (approx.),"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Affordable Food, Atmosphere, Cafe, Breakfast, Food Quality, Vibe",167
The Burrow Cafe,"Fast Food, Burger, Pasta, Salad, Beverages",3.9,"Siolim, Goa",11am – 10:15pm (Today),+918983737751,₹500 for two people (approx.),,,"Exclusive of applicable taxes and charges, if any",10
Fat Panda,"North Indian, Chinese, Sichuan, Biryani, Desserts, Beverages",4.5,"Candolim, Goa",2pm – 12midnight (Today),+919075687466,"Bang Bang Chicken, Chilli Garlic Noodles, Manchow Soup, Sizzlers, Mocktails, Dessert","₹1,000 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Family Friendly
Wifi
Indoor Seating
Smoking Area
Desserts and Bakes","Chinese, Gastronomical Experience, Great Recommendations, Customer Service, Portion Size, Tasty",327
Omerta Kitchen & Bar,"Goan, North Indian, Continental, Pizza, Pasta",3.9,"Anjuna, Goa",12noon – 11pm (Today),+917822093046,"₹1,200 for two people (approx.) Without alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",4
Adlem Goi,"Goan, Oriental, North Indian, Mughlai, Seafood, Desserts",4.0,"Old Goa, Goa",11am – 11pm (Today),+918080828478,"Superb Ambience, Family Crowd, Elaborate Menu, Customizable Food, Friendly Staff, Good Music","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Serves Alcohol
Indoor Seating
Outdoor Seating
Table booking recommended
Wifi
Family Friendly","₹1,100 for two people (approx.) Without alcohol",104
South Delhi,"Juices, Beverages, Biryani, Chinese, North Indian, Seafood, Street Food",3.9,"Vagator, Goa",Opens at 7pm,+917972744495,"₹1,100 for two people (approx.) with alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",9
Cafe Chai Coffee,"Cafe, Fast Food, Beverages, Coffee",4.3,"Vasco, Goa",10am – 11pm (Today),+919561159994,"Variety of Pizza, Best in Service, Nice Concept, Fantastic Decoration, Very Affordable, Delicious Taste","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹900 for two people (approx.),103
De Baga Deck,"Goan, Biryani, North Indian, Italian, Chinese, Salad, Seafood, Desserts",4.3,"Calangute, Goa",24 Hours (Today),+919763817305,"Music, Service, Staff, Food","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Wifi
Outdoor Seating","₹1,000 for two people (approx.) Without alcohol",738
Black Market,"Continental, Thai, Burger, Fast Food, Desserts",4.8,"Panaji, Goa",Opens at 7pm,+919325023565,"Lemon Tarts, Grilled Chicken Steak, Duck, Cheesecake, Desserts, Drinks","₹2,000 for two people (approx.) Without alcohol","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Fusion Dishes, Service and Quality of Food, Extensive Bar Menu, Good for Large Groups, Relaxed Atmosphere, Ample Seating Area",228
Hideaway,"Cafe, Continental, Desserts, Beverages",4.2,"Vagator, Goa",Opens at 7pm,+919767411481,"Great Bartenders, Value for Money Experience, Weekend Brunch, Outdoor Seating, Served Quickly, Host","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Outdoor Seating
Work Friendly
Desserts and Bakes","₹1,100 for two people (approx.) Without alcohol",56
Grind Bar,"Cafe, Coffee, Fast Food",3.9,"Anjuna, Goa",9:30am – 6:30pm (Today),+918799920954,₹950 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",8
Peace Bar - The Park,"North Indian, Mughlai, Goan, Chinese, Continental, Desserts, Beverages",4.0,"The Park, Calangute, Goa",11am – 11:30pm (Today),+918805028194,"Sitting Area, Main Course, Portion, Best Place, Location, View","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Live Music
Romantic Dining
Family Friendly
Smoking Area
Buffet
Desserts and Bakes
Outdoor Seating
Indoor Seating
Wifi","₹1,900 for two people (approx.) Without alcohol",203
One Calangute Beach Club,"Goan, North Indian, Continental, Chinese, Seafood, Biryani, Desserts, Beverages",3.9,"Calangute, Goa",11am – 12midnight (Today),+919028164477,"₹1,300 for two people (approx.) Without alcohol",,"Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Desserts and Bakes
Indoor Seating
Outdoor Seating","Exclusive of applicable taxes and charges, if any",4
Glory,"Pizza, Continental, Italian, Desserts, Beverages",4.2,"Vagator, Goa",Opens at 5pm,+918806680601,"Nice View, Music, Location, Good Place, Ambience, Food","Exclusive of applicable taxes and charges, if any","Takeaway Available
Full Bar Available
DJ
Live Entertainment
Live Music
Table booking recommended
Smoking Area
Karaoke
Outdoor Seating
Brunch
Desserts and Bakes","₹2,000 for two people (approx.) with alcohol",83
Nazaré,"North Indian, Chinese, Goan, Seafood, Pizza, Salad, Fast Food, Desserts",4.3,"Betalbatim, Goa",11am – 11pm (Today),+919850205646,"Serene Ambience, Beach View, Nice Concept, Clean and Hygienic Place, Music","Exclusive of applicable taxes and charges, if any","Takeaway Available
Full Bar Available
Desserts and Bakes
Outdoor Seating
Romantic Dining
Indoor Seating
Seaview","₹1,600 for two people (approx.) Without alcohol",33
Morjim Deck,"Continental, Beverages, Chinese, Goan, North Indian",3.8,"Morjim, Goa",12noon – 10pm (Today),+917020153923,₹600 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",5
Schandis,"Iranian, Shawarma, Biryani, Kebab, Desserts, Beverages",4.1,"Panaji, Goa",8am – 11:30pm (Today),+918888800314,"Friendly Staffs, Wonderful Presentation, Contactless Delivery, Hygiene, Great Portions, Extensive Menu","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Outdoor Seating
Smoking Area
Family Friendly
Indoor Seating
Desserts and Bakes",₹950 for two people (approx.) Without alcohol,92
Chapter Two,"North Indian, Mughlai, Street Food, Desserts",3.8,"Calangute, Goa","8am – 11:30am, 12noon – 3:30pm, 4:15pm – 11:30pm (Today)",+919891835639,"Cute Packaging, Extensive Menu, Timely Service, Food Presentation, Worth the Money, Great Portions","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹950 for two people (approx.),10
Cafe Zelo,"Cafe, Fast Food, Beverages, Desserts",3.9,"Margao, Goa",9am – 9pm (Today),+919890822280,₹600 for two people (approx.),,,"Exclusive of applicable taxes and charges, if any",11
